회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원)
(주)금양,001570,2018/12,204777156,79456336,125320820,205441375,155507052,49187838,106319214,151676398
(주)금양,001570,2019/12,224222540,68287064,155935477,172723864,171931897,35004819,136927078,135915020
(주)금양,001570,2020/12,219851714,79793803,140057911,176169811,160123582,46372202,113751381,120928396
(주)금양,001570,2021/12,314832085,117407476,197424609,217719114,233730825,59109961,174620865,175521044
(주)금양,001570,2022/12,278599452,117757042,160842411,202836313,244903973,90697097,154206877,171388687
(주)금호에이치티,214330,2018/12,238380056,124851870,113528186,209260006,230268876,131065067,99203809,189250383
(주)금호에이치티,214330,2019/12,322078193,172630689,149447504,251095062,314666069,180769966,133896103,221734443
(주)금호에이치티,214330,2020/12,344298589,223139865,121158723,219632557,333352730,226810334,106542395,181173914
(주)금호에이치티,214330,2021/12,458795624,350809715,107985910,233985567,419500176,332536967,86963209,197311760
(주)금호에이치티,214330,2022/12,426633825,325800542,100833283,277770353,392135777,316639723,75496054,209082333
(주)금호에이치티,214330,2023/12,441768263,303120573,138647691,364320451,367256670,278003518,89253152,256235014
(주)금화피에스시,036190,2018/12,262516457,220727038,41789419,233326733,242310750,211366403,30944347,202098199
(주)금화피에스시,036190,2019/12,281692946,239409631,42283315,209435314,255149491,227742546,27406945,179177462
(주)금화피에스시,036190,2020/12,294093831,257558782,36535049,235335656,263069400,236917155,26152245,205790146
(주)금화피에스시,036190,2021/12,307749138,274385595,33363543,238745392,275117294,252557875,22559419,205982209
(주)금화피에스시,036190,2022/12,400011076,297661844,102349232,248347894,342876234,275317140,67559094,221256412
(주)금화피에스시,036190,2023/12,430472935,330340453,100132481,337610294,360777239,303045714,57731525,248098844
(주)기가레인,049080,2018/12,179113947,68560115,110553832,124772205,176296022,66878280,109417741,114668638
(주)기가레인,049080,2019/12,117798198,28064616,89733582,72769411,115539385,27887641,87651745,63361399
(주)기가레인,049080,2020/12,104198044,50346938,53851106,44278598,100665922,50789244,49876679,37870890
(주)기가레인,049080,2021/12,98823286,62207216,36616070,71623429,93643676,63004832,30638844,68973683
(주)기가레인,049080,2022/12,91737955,60946856,30791099,54726445,88278465,63022670,25255795,57073388
(주)기산텔레콤,035460,2018/12,56180491,31640999,24539492,56445716,34219394,29246000,4973394,24864346
(주)기산텔레콤,035460,2019/12,66789756,34690964,32098792,67054955,40025881,31379895,8645985,30545683
(주)기산텔레콤,035460,2020/12,70832523,35084369,35748155,68812450,42845627,29889440,12956188,26787022
(주)기산텔레콤,035460,2021/12,70596050,34478587,36117463,61875160,36649803,27490489,9159315,18129277
(주)기산텔레콤,035460,2022/12,74448639,39672781,34775859,67802638,39067905,29647262,9420644,24016007
(주)기산텔레콤,035460,2023/12,87643098,43558676,44084422,73884675,43170593,31534924,11635669,22997024
(주)까뮤이앤씨,013700,2018/12,,,,,142240175,59562903,82677272,116296828
(주)까뮤이앤씨,013700,2019/12,,,,,168876167,70932062,97944105,283420655
(주)까뮤이앤씨,013700,2020/12,,,,,166218114,82765539,83452575,161728918
(주)까뮤이앤씨,013700,2021/12,,,,,195058433,98812383,96246050,163686602
(주)까뮤이앤씨,013700,2022/12,,,,,195489394,79147588,116341806,195140487
(주)까뮤이앤씨,013700,2023/12,255548356,87295247,168253110,278827953,229804704,86475579,143329125,278827953
(주)까스텔바작,308100,2018/12,79266755,62786697,16480058,92346623,78840385,63194877,15645508,92092225
(주)까스텔바작,308100,2019/12,89005071,76678226,12326845,81358617,88614189,77312548,11301641,81068234
(주)까스텔바작,308100,2020/12,103688306,81476497,22211809,67274849,100111686,79965940,20145746,67130253
(주)까스텔바작,308100,2021/12,116087871,69991245,46096626,74674920,116929289,72737156,44192134,66813040
(주)까스텔바작,308100,2022/12,118876990,60901732,57975258,61760652,120956196,66865564,54090632,59556496
(주)꿈비,407400,2021/12,11537317,5411204,6126112,20896392,11534417,5488867,6045550,20850821
(주)꿈비,407400,2022/12,15963573,8060474,7903099,27181744,16021546,8137566,7883980,26910769
(주)나노,187790,2018/12,108261295,59465317,48795977,81942719,66624058,44484099,22139959,34238747
(주)나노,187790,2019/12,116141232,62021912,54119319,73694955,73016346,47992724,25023622,38421023
(주)나노,187790,2020/12,109623884,51620586,58003297,47375058,69834141,43236671,26597470,36339792
(주)나노,187790,2021/12,71063655,34832784,36230871,51270341,58231241,29153791,29077449,35900951
(주)나노,187790,2022/12,69924738,24708687,45216051,66804960,56959469,21834975,35124494,51915773
(주)나노브릭,286750,2018/12,18088485,1524203,16564282,7186469,18089979,1524203,16565775,7186469
(주)나노브릭,286750,2019/12,24551526,14149812,10401714,7775408,24551526,14149812,10401714,7775408
(주)나노브릭,286750,2020/12,,,,,22122099,14130587,7991512,8651931
(주)나노브릭,286750,2021/12,,,,,32994831,12409872,20584958,7004484
(주)나노브릭,286750,2022/12,28135673,10144095,17991578,7139299,28146928,10155349,17991578,7139299
(주)나노브릭,286750,2023/12,28767402,9704115,19063287,6459077,28787543,9724256,19063287,6459046
(주)나노신소재,121600,2018/12,98480424,88855048,9625376,52249960,98056917,88802531,9254386,52249960
(주)나노신소재,121600,2019/12,101893569,93787590,8105979,48892961,101777474,93774861,8002613,48892961
(주)나노신소재,121600,2020/12,106629092,92144682,14484410,48524488,106596286,92286945,14309341,48524488
(주)나노신소재,121600,2021/12,121248715,99819922,21428793,61068880,121663172,100406338,21256834,61206111
(주)나노신소재,121600,2022/12,213760965,198894648,14866317,79912146,213880918,199769114,14111804,77628052
(주)나노신소재,121600,2023/12,430041533,239501924,190539609,83170198,423771316,239858632,183912684,76442347
(주)나노엔텍,039860,2018/12,42161682,35150401,7011281,25796821,45657059,38716209,6940850,24871160
(주)나노엔텍,039860,2019/12,46639328,41025691,5613637,26255836,50554981,45112180,5442802,25099090
(주)나노엔텍,039860,2020/12,52815450,45487011,7328439,29443386,55778128,49154354,6623774,27440478
(주)나노엔텍,039860,2021/12,62455234,52341163,10114071,35784198,65955525,56600587,9354938,34234449
(주)나노엔텍,039860,2022/12,63276790,57648793,5627997,35200667,66845838,62002691,4843147,32556349
(주)나노엔텍,039860,2023/12,58578300,53592936,4985363,26836557,62693711,58238936,4454775,24379463
(주)나래나노텍,137080,2018/12,,,,,119650955,55300142,64350813,95186847
(주)나래나노텍,137080,2019/12,,,,,122982111,44380307,78601804,43007667
(주)나래나노텍,137080,2020/12,126947146,45920594,81026552,82804670,126972180,45963589,81008591,82804670
(주)나래나노텍,137080,2021/12,149521763,62573857,86947906,135152540,149499230,62536146,86963085,135112778
(주)나래나노텍,137080,2022/12,185444923,107968699,77476224,88040461,185334113,107833938,77500175,88004122
(주)나래나노텍,137080,2023/12,173053091,93554412,79498679,52925518,173520438,93912107,79608332,56148070
(주)나무가,190510,2018/12,118767661,35422440,83345221,312824892,78000824,38511623,39489201,199656907
(주)나무가,190510,2019/12,194518538,44268639,150249899,362063863,157114377,49646661,107467716,275379664
(주)나무가,190510,2020/12,183374402,38372220,145002182,511756135,161567610,51090794,110476816,388515152
(주)나무가,190510,2021/12,173606439,57127180,116479259,502902888,152467271,60008435,92458836,349340380
(주)나무가,190510,2022/12,219097381,124505362,94592019,519342981,197183524,127838078,69345445,342943016
(주)나무가,190510,2023/12,205596137,147100940,58495197,365609177,181877100,144617639,37259461,241867495
(주)나스미디어,089600,2018/12,303112420,141948762,161163658,106607030,229196776,124908468,104288307,71877991
(주)나스미디어,089600,2019/12,356236026,153131396,203104630,117006838,279587256,132550768,147036488,78372579
(주)나스미디어,089600,2020/12,422038864,200667557,221371307,111641077,322623307,149548154,173075153,82057612
(주)나스미디어,089600,2021/12,490393910,221776073,268617838,124160713,369204310,167275542,201928768,88726132
(주)나스미디어,089600,2022/12,518025081,242441426,275583655,152393542,375227417,183041468,192185948,107977420
(주)나스미디어,089600,2023/12,513311416,250975231,262336185,146769140,400529975,191778092,208751883,109329165
(주)나이벡,138610,2018/12,,,,,22317590,10575969,11741622,5207877
(주)나이벡,138610,2019/12,,,,,35734880,27404041,8330838,9287488
(주)나이벡,138610,2020/12,,,,,53080037,31839088,21240949,6357111
(주)나이벡,138610,2021/12,,,,,53277317,27344201,25933116,13625371
(주)나이벡,138610,2022/12,,,,,70988008,33070489,37917519,21670440
(주)나이스디앤비,130580,2018/12,56660361,45199660,11460701,52040929,51102350,40955406,10146944,42167015
(주)나이스디앤비,130580,2019/12,78675556,60090077,18585479,77330430,60523112,46837210,13685902,50280560
(주)나이스디앤비,130580,2020/12,87281166,68502745,18778421,82196200,68802755,54441190,14361566,60300993
(주)나이스디앤비,130580,2021/12,103462283,79353378,24108904,88684391,79872436,62998117,16874320,64716547
(주)나이스디앤비,130580,2022/12,106588088,83897799,22690289,92189889,85153246,70283597,14869648,63246034
(주)나이스디앤비,130580,2023/12,112226159,90685562,21540597,87910545,87281324,74591808,12689516,57683210
(주)나이스홀딩스,034310,2018/12,2172977804,1040008134,1132969670,1611892148,423389599,336349524,87040075,40325277
(주)나이스홀딩스,034310,2019/12,2564827369,1223621083,1341206287,1877743691,438147427,334729120,103418308,44669568
(주)나이스홀딩스,034310,2020/12,2730355253,1249597654,1480757599,2055514098,473226005,312370564,160855441,38980661
(주)나이스홀딩스,034310,2021/12,3083783180,1320444968,1763338212,2449866532,467714548,322788373,144926175,43252024
(주)나이스홀딩스,034310,2022/12,3378563521,1320274778,2058288744,2752922079,480427525,298538343,181889182,47635806
(주)나이스홀딩스,034310,2023/12,3484123286,1317521696,2166601590,2818916782,443419108,270854914,172564194,48151922
(주)나인테크,267320,2018/12,,,,,,,,
(주)나인테크,267320,2019/12,,,,,,,,
(주)나인테크,267320,2020/12,,,,,73527140,28418975,45108165,65865810
(주)나인테크,267320,2021/12,,,,,81905515,25663761,56241754,63080213
(주)나인테크,267320,2022/12,143578753,28941111,114637642,88818411,134551244,26255033,108296211,75961752
(주)나인테크,267320,2023/12,258870920,90215111,168655809,123048379,246339951,81290950,165049001,112997403
(주)남선알미늄,008350,2018/12,303023071,168719762,134303310,347834921,294949630,168875400,126074231,347834921
(주)남선알미늄,008350,2019/12,295529661,179100254,116429407,324782177,292559970,176357497,116202473,324782177
(주)남선알미늄,008350,2020/12,295152804,189544558,105608246,268474786,276931596,174061734,102869862,268474786
(주)남선알미늄,008350,2021/12,355238355,235930768,119307587,230343537,275681346,169123269,106558077,230343537
(주)남선알미늄,008350,2022/12,401195144,306636802,94558342,255740300,291323169,213649757,77673412,255740300
(주)남성,004270,2018/12,205083689,82768164,122315525,83251810,168663357,83103125,85560232,63605003
(주)남성,004270,2019/12,204791617,85924082,118867535,72953026,168351672,86166403,82185269,57819890
(주)남성,004270,2020/12,193273608,75475869,117797738,92533561,155194452,75863307,79331145,66947663
(주)남성,004270,2021/12,288756910,118573457,170183452,102320291,241617650,118723022,122894629,82097933
(주)남성,004270,2022/12,271152129,119499468,151652661,98137172,223160819,119683740,103477079,62240594
(주)남성,004270,2023/12,258113198,108115096,149998102,69674672,209339991,108229693,101110298,40696134
(주)내츄럴엔도텍,168330,2018/12,61165965,36487302,24678664,8928362,58376529,34261443,24115087,8892649
(주)내츄럴엔도텍,168330,2019/12,48783961,20483129,28300833,6580460,46385446,18938805,27446642,6615116
(주)내츄럴엔도텍,168330,2020/12,50798509,15821543,34976966,13247176,49412102,15093900,34318202,13273093
(주)내츄럴엔도텍,168330,2021/12,50744678,45368197,5376481,14695674,47464651,43067203,4397448,13817406
(주)내츄럴엔도텍,168330,2022/12,39809208,36579995,3229213,13950827,37552324,35168565,2383759,11528846
(주)내츄럴엔도텍,168330,2023/12,37202966,30942987,6259979,18790261,35420812,30346553,5074259,16484428
(주)네오리진,094860,2018/12,,,,,14691632,11789790,2901842,9064462
(주)네오리진,094860,2019/12,,,,,14066760,10818182,3248578,11270250
(주)네오리진,094860,2020/12,,,,,11435746,9590147,1845599,9473210
(주)네오리진,094860,2021/12,52473617,42178999,10294618,20645100,52887887,41815467,11072420,20645100
(주)네오리진,094860,2022/12,48227588,38856350,9371238,36692244,50341500,43055730,7285770,31202076
(주)네오리진,094860,2023/12,44601424,33016807,11584617,25511837,47794491,37793913,10000579,21703320
(주)네오셈,253590,2018/12,,,,,,,,
(주)네오셈,253590,2019/12,64170222,37494457,26675765,27225588,61104654,37019001,24085653,25334754
(주)네오셈,253590,2020/12,64005716,43229795,20775922,48638484,59872757,40538152,19334605,47307393
(주)네오셈,253590,2021/12,88840717,50924429,37916289,37176448,81885560,45608183,36277377,34585887
(주)네오셈,253590,2022/12,130813451,62280244,68533207,74673208,93443458,54987127,38456331,73174511
(주)네오셈,253590,2023/12,106442403,86808780,19633623,100931227,90921192,79237272,11683919,99214403
(주)네오오토,212560,2018/12,,,,,142507781,77540065,64967716,115243742
(주)네오오토,212560,2019/12,,,,,141061458,79358492,61702966,118441501
(주)네오오토,212560,2020/12,,,,,144432893,82702692,61730201,117499436
(주)네오오토,212560,2021/12,,,,,146555505,89071951,57483554,142360251
(주)네오오토,212560,2022/12,,,,,154735560,96865833,57869728,164034089
(주)네오위즈,095660,2018/12,366712258,298839710,67872548,215490230,369637231,325841070,43796161,155574255
(주)네오위즈,095660,2019/12,398001624,328878043,69123581,254498033,364839362,324764441,40074921,202617148
(주)네오위즈,095660,2020/12,479352032,395615816,83736217,289606376,448799950,393189741,55610209,224298409
(주)네오위즈,095660,2021/12,574691405,468875467,105815938,261199906,514355029,454825994,59529035,216097084
(주)네오위즈,095660,2022/12,560087395,458756308,101331086,294567076,481769119,435926682,45842437,219055097
(주)네오위즈,095660,2023/12,671428659,527620336,143808323,365593727,555950503,465779922,90170581,286441831
(주)네오위즈홀딩스,042420,2018/12,590591987,516278245,74313743,228327081,306379044,303628909,2750135,693917
(주)네오위즈홀딩스,042420,2019/12,622123554,549250922,72872632,253948130,305733563,304420700,1312864,1860715
(주)네오위즈홀딩스,042420,2020/12,734765968,638566339,96199629,289246163,291032499,289972111,1060389,989634
(주)네오위즈홀딩스,042420,2021/12,884107052,749826395,134280657,269321818,287823477,286083347,1740130,835604
(주)네오위즈홀딩스,042420,2022/12,804421017,657808674,146612343,297977284,280967262,279911169,1056094,769074
(주)네오위즈홀딩스,042420,2023/12,891927653,703211854,188715799,366584640,271103068,269875176,1227892,985254
(주)네오이뮨텍,950220,2019/12,121267683,115885823,5381860,0,121553609,116058865,5494744,0
(주)네오이뮨텍,950220,2020/12,95644931,84226680,11418251,0,96307317,84670410,11636907,0
(주)네오이뮨텍,950220,2021/12,187027386,162042429,24984957,0,189265508,167394932,21870576,0
(주)네오이뮨텍,950220,2022/12,139865404,119689261,20176142,0,139973342,122034136,17939206,0
(주)네오크레마,311390,2018/12,,,,,32286515,23149846,9136669,21745255
(주)네오크레마,311390,2019/12,47211442,37866534,9344908,19776649,45863302,37939688,7923614,18448423
(주)네오크레마,311390,2020/12,49174775,39786734,9388041,29821101,48477600,40768105,7709495,22124649
(주)네오크레마,311390,2021/12,51294323,41689421,9604902,29886729,49915511,41762295,8153216,22908279
(주)네오크레마,311390,2022/12,77318521,47687874,29630648,26702893,78732410,48996890,29735519,23996910
